file,shape,W_max,W_2norm,W_frob,W_frob_over_2norm,status,path
ISDFfull_opt_bareGDF_diamond_6x6x6_gth-dzvp_c12_cref20_norm0.01.chk,"(216, 312, 312)",0.6,52.4,52.8,1.0,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_opt_bareGDF_diamond_6x6x6_gth-dzvp_c12_cref20_norm0.01.chk
ISDFfull_opt_bareGDF_diamond_6x6x6_gth-dzvp_c12_cref20_norm0.02.chk,"(216, 312, 312)",0.1,20.9,20.9,1.0,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_opt_bareGDF_diamond_6x6x6_gth-dzvp_c12_cref20_norm0.02.chk
ISDFfull_opt_screenGDF_diamond_2x2x2_gth-dzvp_c6_cref20_norm0.03.chk,"(8, 156, 156)",0.6,5.4,10.0,1.8,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_opt_screenGDF_diamond_2x2x2_gth-dzvp_c6_cref20_norm0.03.chk
ISDFfull_opt_screenGDF_diamond_2x2x2_gth-dzvp_c8_cref20_norm0.01.chk,"(8, 208, 208)",0.7,5.0,11.4,2.3,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_opt_screenGDF_diamond_2x2x2_gth-dzvp_c8_cref20_norm0.01.chk
ISDFfull_opt_screenGDF_diamond_3x3x3_gth-dzvp_c6_cref20_norm0.03.chk,"(27, 156, 156)",0.5,6.3,9.4,1.5,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_opt_screenGDF_diamond_3x3x3_gth-dzvp_c6_cref20_norm0.03.chk
ISDFfull_opt_screenGDF_diamond_3x3x3_gth-dzvp_c8_cref20_norm0.01.chk,"(27, 208, 208)",0.6,7.1,12.2,1.7,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_opt_screenGDF_diamond_3x3x3_gth-dzvp_c8_cref20_norm0.01.chk
ISDFfull_opt_screenGDF_diamond_4x4x4_gth-dzvp_c6_cref20_norm0.03.chk,"(64, 156, 156)",0.5,8.6,10.7,1.2,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_opt_screenGDF_diamond_4x4x4_gth-dzvp_c6_cref20_norm0.03.chk
ISDFfull_opt_screenGDF_diamond_4x4x4_gth-dzvp_c8_cref20_norm0.01.chk,"(64, 208, 208)",0.7,10.6,14.5,1.4,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_opt_screenGDF_diamond_4x4x4_gth-dzvp_c8_cref20_norm0.01.chk
ISDFfull_opt_screenGDF_diamond_5x5x5_gth-dzvp_c6_cref20_norm0.03.chk,"(125, 156, 156)",0.4,10.8,12.2,1.1,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_opt_screenGDF_diamond_5x5x5_gth-dzvp_c6_cref20_norm0.03.chk
ISDFfull_opt_screenGDF_diamond_5x5x5_gth-dzvp_c8_cref20_norm0.01.chk,"(125, 208, 208)",0.6,13.4,15.4,1.2,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_opt_screenGDF_diamond_5x5x5_gth-dzvp_c8_cref20_norm0.01.chk
ISDFfull_opt_screenGDF_diamond_6x6x6_gth-dzvp_c6_cref20_norm0.03.chk,"(216, 156, 156)",0.5,16.2,17.4,1.1,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_opt_screenGDF_diamond_6x6x6_gth-dzvp_c6_cref20_norm0.03.chk
ISDFfull_opt_screenGDF_diamond_6x6x6_gth-dzvp_c8_cref20_norm0.01.chk,"(216, 208, 208)",0.7,18.8,20.5,1.1,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_opt_screenGDF_diamond_6x6x6_gth-dzvp_c8_cref20_norm0.01.chk
ISDFfull_screenGDF_diamond_2x2x2_gth-dzvp_c5.chk,"(8, 130, 130)",3.0,12.8,19.3,1.5,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_2x2x2_gth-dzvp_c5.chk
ISDFfull_screenGDF_diamond_2x2x2_gth-dzvp_c6.chk,"(8, 156, 156)",3.3,11.6,18.6,1.6,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_2x2x2_gth-dzvp_c6.chk
ISDFfull_screenGDF_diamond_2x2x2_gth-dzvp_c8.chk,"(8, 208, 208)",2.5,9.7,16.2,1.7,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_2x2x2_gth-dzvp_c8.chk
ISDFfull_screenGDF_diamond_2x2x2_gth-dzvp_c10.chk,"(8, 260, 260)",2.1,8.0,15.2,1.9,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_2x2x2_gth-dzvp_c10.chk
ISDFfull_screenGDF_diamond_2x2x2_gth-dzvp_c12.chk,"(8, 312, 312)",1.8,6.3,12.7,2.0,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_2x2x2_gth-dzvp_c12.chk
ISDFfull_screenGDF_diamond_2x2x2_gth-dzvp_c15.chk,"(8, 390, 390)",1.1,6.1,11.0,1.8,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_2x2x2_gth-dzvp_c15.chk
ISDFfull_screenGDF_diamond_2x2x2_gth-dzvp_c20.chk,"(8, 520, 520)",27.4,189.9,738.5,3.9,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_2x2x2_gth-dzvp_c20.chk
ISDFfull_screenGDF_diamond_2x2x2_gth-szv_c5.chk,"(8, 40, 40)",11.1,40.0,50.1,1.3,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_2x2x2_gth-szv_c5.chk
ISDFfull_screenGDF_diamond_2x2x2_gth-szv_c6.chk,"(8, 48, 48)",12.3,51.8,65.0,1.3,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_2x2x2_gth-szv_c6.chk
ISDFfull_screenGDF_diamond_2x2x2_gth-szv_c8.chk,"(8, 64, 64)",34.8,102.0,126.4,1.2,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_2x2x2_gth-szv_c8.chk
ISDFfull_screenGDF_diamond_2x2x2_gth-szv_c10.chk,"(8, 80, 80)",15.3,48.8,77.8,1.6,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_2x2x2_gth-szv_c10.chk
ISDFfull_screenGDF_diamond_2x2x2_gth-szv_c12.chk,"(8, 96, 96)",13.9,70.8,88.6,1.3,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_2x2x2_gth-szv_c12.chk
ISDFfull_screenGDF_diamond_2x2x2_gth-szv_c15.chk,"(8, 120, 120)",8.1,28.3,41.6,1.5,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_2x2x2_gth-szv_c15.chk
ISDFfull_screenGDF_diamond_2x2x2_gth-szv_c20.chk,"(8, 160, 160)",7.7,25.5,40.8,1.6,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_2x2x2_gth-szv_c20.chk
ISDFfull_screenGDF_diamond_3x3x3_gth-dzvp_c5.chk,"(27, 130, 130)",3.5,17.8,22.0,1.2,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_3x3x3_gth-dzvp_c5.chk
ISDFfull_screenGDF_diamond_3x3x3_gth-dzvp_c6.chk,"(27, 156, 156)",3.5,16.2,22.6,1.4,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_3x3x3_gth-dzvp_c6.chk
ISDFfull_screenGDF_diamond_3x3x3_gth-dzvp_c8.chk,"(27, 208, 208)",2.7,12.2,17.0,1.4,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_3x3x3_gth-dzvp_c8.chk
ISDFfull_screenGDF_diamond_3x3x3_gth-dzvp_c10.chk,"(27, 260, 260)",2.3,9.2,14.2,1.5,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_3x3x3_gth-dzvp_c10.chk
ISDFfull_screenGDF_diamond_3x3x3_gth-dzvp_c12.chk,"(27, 312, 312)",1.8,8.7,14.8,1.7,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_3x3x3_gth-dzvp_c12.chk
ISDFfull_screenGDF_diamond_3x3x3_gth-dzvp_c15.chk,"(27, 390, 390)",1.0,6.6,11.3,1.7,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_3x3x3_gth-dzvp_c15.chk
ISDFfull_screenGDF_diamond_3x3x3_gth-dzvp_c20.chk,"(27, 520, 520)",13.0,91.6,423.5,4.6,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_3x3x3_gth-dzvp_c20.chk
ISDFfull_screenGDF_diamond_3x3x3_gth-szv_c5.chk,"(27, 40, 40)",11.5,66.8,70.2,1.1,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_3x3x3_gth-szv_c5.chk
ISDFfull_screenGDF_diamond_3x3x3_gth-szv_c6.chk,"(27, 48, 48)",23.5,120.8,127.8,1.1,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_3x3x3_gth-szv_c6.chk
ISDFfull_screenGDF_diamond_3x3x3_gth-szv_c8.chk,"(27, 64, 64)",43.0,142.4,155.2,1.1,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_3x3x3_gth-szv_c8.chk
ISDFfull_screenGDF_diamond_3x3x3_gth-szv_c10.chk,"(27, 80, 80)",17.3,62.4,82.9,1.3,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_3x3x3_gth-szv_c10.chk
ISDFfull_screenGDF_diamond_3x3x3_gth-szv_c12.chk,"(27, 96, 96)",13.4,61.1,76.3,1.2,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_3x3x3_gth-szv_c12.chk
ISDFfull_screenGDF_diamond_3x3x3_gth-szv_c15.chk,"(27, 120, 120)",7.1,31.5,40.3,1.3,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_3x3x3_gth-szv_c15.chk
ISDFfull_screenGDF_diamond_3x3x3_gth-szv_c20.chk,"(27, 160, 160)",8.8,32.3,43.5,1.3,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_3x3x3_gth-szv_c20.chk
ISDFfull_screenGDF_diamond_4x4x4_gth-dzvp_c5.chk,"(64, 130, 130)",4.2,26.0,29.0,1.1,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_4x4x4_gth-dzvp_c5.chk
ISDFfull_screenGDF_diamond_4x4x4_gth-dzvp_c6.chk,"(64, 156, 156)",3.6,21.0,25.0,1.2,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_4x4x4_gth-dzvp_c6.chk
ISDFfull_screenGDF_diamond_4x4x4_gth-dzvp_c8.chk,"(64, 208, 208)",2.9,16.8,20.8,1.2,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_4x4x4_gth-dzvp_c8.chk
ISDFfull_screenGDF_diamond_4x4x4_gth-dzvp_c10.chk,"(64, 260, 260)",2.6,13.0,17.1,1.3,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_4x4x4_gth-dzvp_c10.chk
ISDFfull_screenGDF_diamond_4x4x4_gth-dzvp_c12.chk,"(64, 312, 312)",1.9,12.5,17.5,1.4,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_4x4x4_gth-dzvp_c12.chk
ISDFfull_screenGDF_diamond_4x4x4_gth-dzvp_c15.chk,"(64, 390, 390)",1.2,9.2,13.2,1.4,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_4x4x4_gth-dzvp_c15.chk
ISDFfull_screenGDF_diamond_4x4x4_gth-dzvp_c20.chk,"(64, 520, 520)",31.1,233.1,1060.6,4.6,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_4x4x4_gth-dzvp_c20.chk
ISDFfull_screenGDF_diamond_4x4x4_gth-szv_c5.chk,"(64, 40, 40)",16.7,115.3,117.1,1.0,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_4x4x4_gth-szv_c5.chk
ISDFfull_screenGDF_diamond_4x4x4_gth-szv_c6.chk,"(64, 48, 48)",33.7,204.4,207.9,1.0,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_4x4x4_gth-szv_c6.chk
ISDFfull_screenGDF_diamond_4x4x4_gth-szv_c8.chk,"(64, 64, 64)",60.8,216.4,224.5,1.0,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_4x4x4_gth-szv_c8.chk
ISDFfull_screenGDF_diamond_4x4x4_gth-szv_c10.chk,"(64, 80, 80)",19.8,82.0,92.9,1.1,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_4x4x4_gth-szv_c10.chk
ISDFfull_screenGDF_diamond_4x4x4_gth-szv_c12.chk,"(64, 96, 96)",15.6,84.5,96.7,1.1,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_4x4x4_gth-szv_c12.chk
ISDFfull_screenGDF_diamond_4x4x4_gth-szv_c15.chk,"(64, 120, 120)",7.9,44.8,51.5,1.1,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_4x4x4_gth-szv_c15.chk
ISDFfull_screenGDF_diamond_4x4x4_gth-szv_c20.chk,"(64, 160, 160)",10.3,45.5,55.1,1.2,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_4x4x4_gth-szv_c20.chk
ISDFfull_screenGDF_diamond_5x5x5_gth-dzvp_c5.chk,"(125, 130, 130)",4.7,35.2,37.4,1.1,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_5x5x5_gth-dzvp_c5.chk
ISDFfull_screenGDF_diamond_5x5x5_gth-dzvp_c6.chk,"(125, 156, 156)",4.4,31.1,34.8,1.1,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_5x5x5_gth-dzvp_c6.chk
ISDFfull_screenGDF_diamond_5x5x5_gth-dzvp_c8.chk,"(125, 208, 208)",3.3,22.1,25.3,1.1,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_5x5x5_gth-dzvp_c8.chk
ISDFfull_screenGDF_diamond_5x5x5_gth-dzvp_c10.chk,"(125, 260, 260)",2.9,17.5,20.7,1.2,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_5x5x5_gth-dzvp_c10.chk
ISDFfull_screenGDF_diamond_5x5x5_gth-dzvp_c12.chk,"(125, 312, 312)",2.0,17.0,20.9,1.2,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_5x5x5_gth-dzvp_c12.chk
ISDFfull_screenGDF_diamond_5x5x5_gth-dzvp_c15.chk,"(125, 390, 390)",1.3,12.5,15.6,1.2,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_5x5x5_gth-dzvp_c15.chk
ISDFfull_screenGDF_diamond_5x5x5_gth-dzvp_c20.chk,"(125, 520, 520)",45.7,356.3,1639.0,4.6,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_5x5x5_gth-dzvp_c20.chk
ISDFfull_screenGDF_diamond_5x5x5_gth-szv_c5.chk,"(125, 40, 40)",21.2,164.5,165.6,1.0,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_5x5x5_gth-szv_c5.chk
ISDFfull_screenGDF_diamond_5x5x5_gth-szv_c6.chk,"(125, 48, 48)",44.0,287.5,289.5,1.0,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_5x5x5_gth-szv_c6.chk
ISDFfull_screenGDF_diamond_5x5x5_gth-szv_c8.chk,"(125, 64, 64)",77.1,295.0,300.4,1.0,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_5x5x5_gth-szv_c8.chk
ISDFfull_screenGDF_diamond_5x5x5_gth-szv_c10.chk,"(125, 80, 80)",24.0,111.5,119.4,1.1,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_5x5x5_gth-szv_c10.chk
ISDFfull_screenGDF_diamond_5x5x5_gth-szv_c12.chk,"(125, 96, 96)",18.9,110.7,120.0,1.1,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_5x5x5_gth-szv_c12.chk
ISDFfull_screenGDF_diamond_5x5x5_gth-szv_c15.chk,"(125, 120, 120)",8.9,60.7,65.7,1.1,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_5x5x5_gth-szv_c15.chk
ISDFfull_screenGDF_diamond_5x5x5_gth-szv_c20.chk,"(125, 160, 160)",12.2,60.4,67.9,1.1,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_5x5x5_gth-szv_c20.chk
ISDFfull_screenGDF_diamond_6x6x6_gth-dzvp_c5.chk,"(216, 130, 130)",5.2,45.5,47.1,1.0,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_6x6x6_gth-dzvp_c5.chk
ISDFfull_screenGDF_diamond_6x6x6_gth-dzvp_c6.chk,"(216, 156, 156)",4.9,40.0,42.7,1.1,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_6x6x6_gth-dzvp_c6.chk
ISDFfull_screenGDF_diamond_6x6x6_gth-dzvp_c8.chk,"(216, 208, 208)",3.6,28.2,30.5,1.1,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_6x6x6_gth-dzvp_c8.chk
ISDFfull_screenGDF_diamond_6x6x6_gth-dzvp_c10.chk,"(216, 260, 260)",3.2,22.7,25.1,1.1,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_6x6x6_gth-dzvp_c10.chk
ISDFfull_screenGDF_diamond_6x6x6_gth-dzvp_c12.chk,"(216, 312, 312)",2.2,22.0,24.9,1.1,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_6x6x6_gth-dzvp_c12.chk
ISDFfull_screenGDF_diamond_6x6x6_gth-dzvp_c15.chk,"(216, 390, 390)",1.5,17.8,21.3,1.2,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_6x6x6_gth-dzvp_c15.chk
ISDFfull_screenGDF_diamond_6x6x6_gth-dzvp_c20.chk,"(216, 520, 520)",50.9,404.4,1859.7,4.6,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_6x6x6_gth-dzvp_c20.chk
ISDFfull_screenGDF_diamond_6x6x6_gth-szv_c5.chk,"(216, 40, 40)",26.1,208.6,209.3,1.0,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_6x6x6_gth-szv_c5.chk
ISDFfull_screenGDF_diamond_6x6x6_gth-szv_c6.chk,"(216, 48, 48)",53.8,365.5,366.8,1.0,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_6x6x6_gth-szv_c6.chk
ISDFfull_screenGDF_diamond_6x6x6_gth-szv_c8.chk,"(216, 64, 64)",90.6,373.1,376.7,1.0,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_6x6x6_gth-szv_c8.chk
ISDFfull_screenGDF_diamond_6x6x6_gth-szv_c10.chk,"(216, 80, 80)",28.4,145.3,150.8,1.0,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_6x6x6_gth-szv_c10.chk
ISDFfull_screenGDF_diamond_6x6x6_gth-szv_c12.chk,"(216, 96, 96)",22.8,140.0,146.8,1.0,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_6x6x6_gth-szv_c12.chk
ISDFfull_screenGDF_diamond_6x6x6_gth-szv_c15.chk,"(216, 120, 120)",10.3,85.0,89.3,1.1,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_6x6x6_gth-szv_c15.chk
ISDFfull_screenGDF_diamond_6x6x6_gth-szv_c20.chk,"(216, 160, 160)",14.5,76.7,82.2,1.1,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFfull_screenGDF_diamond_6x6x6_gth-szv_c20.chk
ISDFopt_diamond_1x1x1_gth-dzvp_c5_norm0.1.chk,"(1, 130, 130)",0.1,0.1,0.7,5.8,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFopt_diamond_1x1x1_gth-dzvp_c5_norm0.1.chk
ISDFopt_diamond_1x1x1_gth-dzvp_c5_norm0.02.chk,"(1, 130, 130)",0.0,0.0,0.1,5.9,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFopt_diamond_1x1x1_gth-dzvp_c5_norm0.02.chk
ISDFopt_diamond_2x2x2_gth-dzvp_c5_norm0.1.chk,"(8, 130, 130)",0.3,0.4,1.2,2.9,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFopt_diamond_2x2x2_gth-dzvp_c5_norm0.1.chk
ISDFopt_diamond_2x2x2_gth-dzvp_c5_norm0.08.chk,"(8, 130, 130)",0.3,0.6,1.3,2.3,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFopt_diamond_2x2x2_gth-dzvp_c5_norm0.08.chk
ISDFopt_diamond_3x3x3_gth-dzvp_c5_norm0.1.chk,"(27, 130, 130)",0.1,1.0,1.2,1.2,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFopt_diamond_3x3x3_gth-dzvp_c5_norm0.1.chk
ISDFopt_diamond_3x3x3_gth-dzvp_c5_norm0.18.chk,"(27, 130, 130)",0.1,0.3,0.6,1.9,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFopt_diamond_3x3x3_gth-dzvp_c5_norm0.18.chk
ISDFopt_diamond_4x4x4_gth-dzvp_c5_norm0.1.chk,"(64, 130, 130)",0.1,1.4,1.6,1.2,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFopt_diamond_4x4x4_gth-dzvp_c5_norm0.1.chk
ISDFopt_diamond_4x4x4_gth-dzvp_c5_norm0.32.chk,"(64, 130, 130)",0.0,0.1,0.2,1.5,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFopt_diamond_4x4x4_gth-dzvp_c5_norm0.32.chk
ISDFopt_diamond_5x5x5_gth-dzvp_c5_norm0.1.chk,"(125, 130, 130)",0.2,2.2,2.4,1.1,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFopt_diamond_5x5x5_gth-dzvp_c5_norm0.1.chk
ISDFopt_diamond_5x5x5_gth-dzvp_c5_norm0.5.chk,"(125, 130, 130)",0.0,0.1,0.1,1.4,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFopt_diamond_5x5x5_gth-dzvp_c5_norm0.5.chk
ISDFov_bareGDF_diamond_2x2x2_gth-dzvp_c5.chk,"(8, 130, 130)",6.4,29.0,41.0,1.4,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_2x2x2_gth-dzvp_c5.chk
ISDFov_bareGDF_diamond_2x2x2_gth-dzvp_c6.chk,"(8, 156, 156)",5.0,24.5,35.4,1.4,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_2x2x2_gth-dzvp_c6.chk
ISDFov_bareGDF_diamond_2x2x2_gth-dzvp_c8.chk,"(8, 208, 208)",3.0,15.8,24.8,1.6,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_2x2x2_gth-dzvp_c8.chk
ISDFov_bareGDF_diamond_2x2x2_gth-dzvp_c12.chk,"(8, 312, 312)",2.2,10.9,20.0,1.8,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_2x2x2_gth-dzvp_c12.chk
ISDFov_bareGDF_diamond_2x2x2_gth-szv_c5.chk,"(8, 40, 40)",3.2,9.1,12.4,1.4,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_2x2x2_gth-szv_c5.chk
ISDFov_bareGDF_diamond_2x2x2_gth-szv_c6.chk,"(8, 48, 48)",2.4,11.8,15.8,1.3,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_2x2x2_gth-szv_c6.chk
ISDFov_bareGDF_diamond_2x2x2_gth-szv_c8.chk,"(8, 64, 64)",17.8,75.7,86.1,1.1,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_2x2x2_gth-szv_c8.chk
